資料区分,都道府県コード,警察署等コード,本票番号,事故内容,死者数,負傷者数,路線コード,上下線,地点コード,市区町村コード,昼夜,天候,地形,路面状態,道路形状,環状交差点の直径,信号機,一時停止規制　標識（当事者A）,一時停止規制　表示（当事者A）,一時停止規制　標識（当事者B）,一時停止規制　表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,中央分離帯施設等,歩車道区分,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,車両形状（当事者A）,車両形状（当事者B）,速度規制（指定のみ）（当事者A）,速度規制（指定のみ）（当事者B）,車両の衝突部位（当事者A）,車両の衝突部位（当事者B）,車両の損壊程度（当事者A）,車両の損壊程度（当事者B）,エアバッグの装備（当事者A）,エアバッグの装備（当事者B）,サイドエアバッグの装備（当事者A）,サイドエアバッグの装備（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,曜日(発生年月日),祝日(発生年月日),緯度,経度,発生日,発生時,color,発生地点,道路管理者区分,道路区分,道路構造,曲線半径,縦断勾配,トンネル番号,当事者車両台数,車両単独事故の対象物,臨時速度規制の有無,速度規制（臨時のみ）,トンネル延長距離
本票,秋田,苫小牧,0086,死亡,1,0,25990,対象外,0000,203,夜－暮,曇,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,00,23,14,9,交差点内,規制なし,4,2,人対車両,25～34歳,75歳以上,乗用車－軽自動車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,指定の速度規制なし等,対象外当事者,10,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,月,その他,39.251470,140.535250,2020-10-05,17:58,red,,,,,,,,,,,,
本票,山形,高速道路交通警察隊,0009,死亡,1,1,41410,上,0722,202,昼－昼,雨,非市街地,舗装－湿潤,単路－カーブ・屈折,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,04,3,単路（交差点付近を含む）,規制なし,6,3,車両相互,35～44歳,45～54歳,乗用車－普通車,乗用車－普通車,自家用,自家用,乗用車,乗用車,70㎞／ｈ以下,70㎞／ｈ以下,80,50,大破,大破,装備あり 作動,装備あり 作動,その他,その他,負傷,死亡,土,その他,37.869389,140.207556,2020-10-10,08:08,red,722,国土交通省,走行車線－第一通行帯,17,8,3,,2,該当なし,0,00,0
本票,山形,西,0233,死亡,1,0,00070,下,1795,461,夜－暮,曇,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,2,人対車両,25～34歳,75歳以上,乗用車－軽自動車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,指定の速度規制なし等,対象外当事者,80,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,日,その他,39.001639,139.854972,2020-10-18,17:17,red,,,,,,,,,,,,
本票,福島,中央,0355,死亡,1,0,30000,対象外,0000,201,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,2,車両相互,35～44歳,75歳以上,乗用車－普通車,二輪車－自動二輪－小型二輪－751ｃｃ以上,自家用,自家用,乗用車,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,10,20,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,火,その他,37.659312,140.514123,2020-10-06,13:37,red,,,,,,,,,,,,
本票,福島,栗山,0341,死亡,1,0,20000,対象外,0000,203,昼－昼,晴,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,05,9,単路（交差点付近を含む）,規制なし,1,2,車両単独,65～74歳,不明,乗用車－軽自動車,物件等,自家用,対象外当事者,乗用車,対象外当事者,40㎞／ｈ以下,対象外当事者,10,00,中破,対象外当事者,装備あり 作動,対象外当事者,その他,対象外当事者,死亡,対象外当事者,金,その他,37.407849,140.344682,2020-10-16,09:31,red,,,,,,,,,,,,
本票,福島,砂川,0023,死亡,1,1,30000,対象外,0000,484,昼－昼,曇,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,02,9,その他,規制なし,5,4,車両単独,65～74歳,不明,乗用車－軽自動車,物件等,自家用,対象外当事者,乗用車,対象外当事者,30㎞／ｈ以下,対象外当事者,10,00,中破,対象外当事者,装備あり 作動,対象外当事者,その他,対象外当事者,死亡,対象外当事者,月,その他,37.045690,140.506932,2020-10-19,13:18,red,,,,,,,,,,,,
本票,福島,岩内,0007,死亡,1,0,01210,対象外,0000,368,夜－明,晴,非市街地,舗装－乾燥,単路－カーブ・屈折,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,6,単路（交差点付近を含む）,規制なし,5,3,車両相互,35～44歳,75歳以上,貨物車－大型車,乗用車－普通車,事業用,自家用,貨物車,乗用車,指定の速度規制なし等,指定の速度規制なし等,10,10,中破,中破,その他,装備あり 作動,その他,その他,損傷なし,死亡,金,その他,37.109046,139.721766,2020-10-02,05:10,red,,,,,,,,,,,,
本票,福島,伊達,0445,死亡,1,0,10000,対象外,0000,204,夜－夜,晴,市街地－その他,舗装－乾燥,単路－カーブ・屈折,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,3,単路（交差点付近を含む）,規制なし,4,2,人対車両,35～44歳,55～64歳,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,40㎞／ｈ以下,対象外当事者,80,00,中破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,土,その他,37.042427,140.843272,2020-10-31,01:47,red,,,,,,,,,,,,
本票,福島,苫小牧,0166,死亡,2,0,99000,対象外,0000,204,夜－夜,雨,非市街地,舗装－湿潤,一般交通の場所,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,00,0,その他,規制なし,0,4,車両単独,45～54歳,不明,乗用車－普通車,相手なし,自家用,対象外当事者,乗用車,対象外当事者,指定の速度規制なし等,対象外当事者,10,00,大破,対象外当事者,その他,対象外当事者,その他,対象外当事者,死亡,対象外当事者,土,その他,36.941710,140.912040,2020-10-10,01:47,red,,,,,,,,,,,,
本票,東京,野辺地,0101,死亡,1,0,30000,対象外,0000,103,昼－昼,曇,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,09,22,00,23,15,9,交差点内,規制なし,5,1,人対車両,65～74歳,75歳以上,貨物車－大型車,歩行者,事業用,対象外当事者,貨物車,対象外当事者,40㎞／ｈ以下,対象外当事者,50,00,損壊なし,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,月,その他,35.634569,139.748700,2020-10-19,11:00,red,,,,,,,,,,,,
本票,東京,野方,0256,死亡,1,0,20430,対象外,0000,114,昼－昼,雨,市街地－人口集中,舗装－湿潤,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,09,22,09,22,11,9,交差点内,規制なし,5,1,車両相互,45～54歳,75歳以上,貨物車－軽自動車,軽車両－自転車,事業用,対象外当事者,貨物車,対象外当事者,40㎞／ｈ以下,対象外当事者,10,40,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,月,その他,35.734576,139.630509,2020-10-19,13:15,red,,,,,,,,,,,,
本票,東京,王子,0076,死亡,1,0,10090,対象外,0000,117,夜－明,雨,市街地－人口集中,舗装－湿潤,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,09,22,00,23,19,9,交差点内,規制なし,5,1,人対車両,25～34歳,45～54歳,貨物車－軽自動車,歩行者,事業用,対象外当事者,貨物車,対象外当事者,50㎞／ｈ以下,対象外当事者,10,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,木,その他,35.756081,139.741523,2020-10-08,05:18,red,,,,,,,,,,,,
本票,東京,板橋,0256,死亡,1,0,10130,対象外,0000,119,夜－明,晴,市街地－人口集中,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,05,9,単路（交差点付近を含む）,規制なし,1,1,車両相互,55～64歳,35～44歳,貨物車－大型車,軽車両－自転車,事業用,対象外当事者,貨物車,対象外当事者,50㎞／ｈ以下,対象外当事者,40,20,小破,小破,その他,対象外当事者,装備あり 作動,対象外当事者,損傷なし,死亡,水,その他,35.753790,139.686044,2020-10-21,05:15,red,,,,,,,,,,,,
本票,東京,石神井,0280,死亡,1,0,10240,対象外,0000,120,夜－明,晴,市街地－人口集中,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,04,9,単路（交差点付近を含む）,規制なし,4,1,人対車両,25～34歳,45～54歳,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,指定の速度規制なし等,対象外当事者,10,00,中破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,水,その他,35.721556,139.588145,2020-10-28,05:30,red,,,,,,,,,,,,
本票,東京,南大沢,0285,死亡,1,0,20000,対象外,0000,201,夜－夜,晴,市街地－人口集中,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,04,9,単路（交差点付近を含む）,規制なし,1,1,車両相互,25～34歳,0～24歳,貨物車－中型車,貨物車－普通車,自家用,自家用,貨物車,貨物車,50㎞／ｈ以下,50㎞／ｈ以下,50,80,大破,大破,その他,その他,その他,その他,死亡,損傷なし,土,その他,35.614146,139.353423,2020-10-24,23:08,red,,,,,,,,,,,,
本票,東京,東大和,0370,死亡,1,0,10240,対象外,0000,223,夜－夜,晴,市街地－その他,舗装－乾燥,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,04,3,単路（交差点付近を含む）,規制なし,4,1,車両単独,0～24歳,不明,二輪車－自動二輪－小型二輪－401～750ｃｃ,物件等,自家用,対象外当事者,対象外当事者,対象外当事者,40㎞／ｈ以下,対象外当事者,10,00,小破,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,死亡,対象外当事者,月,その他,35.757933,139.380067,2020-10-05,23:26,red,,,,,,,,,,,,
本票,東京,青梅,0257,死亡,1,1,10450,対象外,0000,205,夜－夜,曇,市街地－人口集中,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,00,23,00,23,04,9,単路（交差点付近を含む）,規制なし,5,2,車両相互,45～54歳,0～24歳,乗用車－普通車,二輪車－自動二輪－小型二輪－251～400cc,自家用,自家用,乗用車,対象外当事者,40㎞／ｈ以下,40㎞／ｈ以下,70,10,中破,大破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,金,その他,35.775054,139.280497,2020-10-30,20:06,red,,,,,,,,,,,,
本票,東京,福生,0307,死亡,1,0,30000,対象外,0000,218,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,01,21,09,22,14,9,交差点内,規制なし,5,1,車両相互,45～54歳,45～54歳,乗用車－普通車,二輪車－自動二輪－小型二輪－751ｃｃ以上,自家用,自家用,乗用車,対象外当事者,40㎞／ｈ以下,40㎞／ｈ以下,30,10,中破,中破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,土,その他,35.726409,139.330965,2020-10-31,09:23,red,,,,,,,,,,,,
本票,東京,八王子,0392,死亡,1,0,00160,上,0000,201,昼－昼,雨,市街地－その他,舗装－湿潤,単路－カーブ・屈折,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,5,単路（交差点付近を含む）,規制なし,5,1,車両相互,25～34歳,0～24歳,貨物車－準中型車,軽車両－自転車,自家用,対象外当事者,貨物車,対象外当事者,50㎞／ｈ以下,対象外当事者,10,40,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,金,その他,35.679376,139.339040,2020-10-09,08:04,red,,,,,,,,,,,,
本票,東京,八王子,0393,死亡,1,0,30000,対象外,0000,201,夜－暮,雨,市街地－人口集中,舗装－湿潤,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,00,23,14,9,交差点内,規制なし,5,1,人対車両,65～74歳,75歳以上,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,40㎞／ｈ以下,対象外当事者,10,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,金,その他,35.672839,139.324491,2020-10-09,17:55,red,,,,,,,,,,,,
本票,東京,日野,0323,死亡,1,0,30000,対象外,0000,212,夜－夜,晴,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,5,3,人対車両,35～44歳,35～44歳,貨物車－軽自動車,歩行者,自家用,対象外当事者,貨物車,対象外当事者,30㎞／ｈ以下,対象外当事者,50,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,水,その他,35.676008,139.408972,2020-10-28,01:00,red,,,,,,,,,,,,
本票,東京,昭島,0311,死亡,1,0,30000,対象外,0000,207,夜－夜,晴,市街地－人口集中,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,04,9,単路（交差点付近を含む）,規制なし,4,2,車両相互,55～64歳,0～24歳,乗用車－軽自動車,二輪車－自動二輪－小型二輪－251～400cc,自家用,自家用,乗用車,対象外当事者,40㎞／ｈ以下,40㎞／ｈ以下,80,10,中破,大破,装備あり 作動,対象外当事者,その他,対象外当事者,損傷なし,死亡,日,その他,35.719437,139.372502,2020-10-04,01:42,red,,,,,,,,,,,,
本票,東京,調布,0347,死亡,1,0,20890,対象外,0000,208,夜－夜,晴,市街地－人口集中,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,2,車両相互,0～24歳,35～44歳,貨物車－普通車,二輪車－原付自転車,自家用,自家用,貨物車,対象外当事者,30㎞／ｈ以下,指定の速度規制なし等,80,30,中破,大破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,水,その他,35.652037,139.547810,2020-10-28,04:20,red,,,,,,,,,,,,
本票,茨城,岩見沢,0035,死亡,1,0,30000,対象外,0000,212,昼－昼,曇,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,01,21,09,22,14,8,交差点内,規制なし,4,4,車両相互,45～54歳,75歳以上,乗用車－普通車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,指定の速度規制なし等,指定の速度規制なし等,81,84,中破,大破,その他,装備あり 作動,その他,その他,損傷なし,死亡,火,その他,36.753955,140.490618,2020-10-06,12:35,red,,,,,,,,,,,,
本票,茨城,美唄,0072,死亡,1,0,10180,対象外,0000,234,夜－暮,晴,非市街地,舗装－乾燥,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,2,人対車両,35～44歳,75歳以上,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,50㎞／ｈ以下,対象外当事者,81,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,水,その他,36.090078,140.544678,2020-10-28,17:42,red,,,,,,,,,,,,
本票,茨城,芦別,0399,死亡,1,0,00060,下,0600,203,昼－昼,曇,市街地－その他,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,09,22,00,23,19,9,交差点内,規制なし,3,2,人対車両,55～64歳,75歳以上,貨物車－中型車,歩行者,自家用,対象外当事者,貨物車,対象外当事者,50㎞／ｈ以下,対象外当事者,80,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,月,その他,36.037757,140.162990,2020-10-12,10:20,red,,,,,,,,,,,,
